Train for 937 steps, validate for 117 steps
241/937 [======>.......................] - ETA: 10:05 - loss: 0.2796 - accuracy: 0.9270For batch 241, loss is  0.0050.
242/937 [======>.......................] - ETA: 10:04 - loss: 0.2785 - accuracy: 0.9273For batch 242, loss is  0.0023.
243/937 [======>.......................] - ETA: 10:03 - loss: 0.2773 - accuracy: 0.9276For batch 243, loss is  0.0279.
244/937 [======>.......................] - ETA: 10:02 - loss: 0.2763 - accuracy: 0.9279For batch 244, loss is  0.0009.
245/937 [======>.......................] - ETA: 10:01 - loss: 0.2752 - accuracy: 0.9282For batch 245, loss is  0.0185.
246/937 [======>.......................] - ETA: 10:00 - loss: 0.2741 - accuracy: 0.9284For batch 246, loss is  0.0246.
247/937 [======>.......................] - ETA: 9:59 - loss: 0.2731 - accuracy: 0.9286 For batch 247, loss is  0.0172.
248/937 [======>.......................] - ETA: 9:58 - loss: 0.2721 - accuracy: 0.9289For batch 248, loss is  0.0034.
249/937 [======>.......................] - ETA: 9:57 - loss: 0.2710 - accuracy: 0.9292For batch 249, loss is  0.0291.
250/937 [=======>......................] - ETA: 9:56 - loss: 0.2701 - accuracy: 0.9294For batch 250, loss is  0.0022.
251/937 [=======>......................] - ETA: 9:55 - loss: 0.2690 - accuracy: 0.9297For batch 251, loss is  0.0031.
252/937 [=======>......................] - ETA: 9:54 - loss: 0.2679 - accuracy: 0.9300For batch 252, loss is  0.0039.
253/937 [=======>......................] - ETA: 9:53 - loss: 0.2669 - accuracy: 0.9303For batch 253, loss is  0.0071.
254/937 [=======>......................] - ETA: 9:53 - loss: 0.2659 - accuracy: 0.9305For batch 254, loss is  0.0011.
255/937 [=======>......................] - ETA: 9:52 - loss: 0.2648 - accuracy: 0.9308For batch 255, loss is  0.0023.
256/937 [=======>......................] - ETA: 9:51 - loss: 0.2638 - accuracy: 0.9311For batch 256, loss is  0.0153.
257/937 [=======>......................] - ETA: 9:50 - loss: 0.2628 - accuracy: 0.9313For batch 257, loss is  0.0067.
258/937 [=======>......................] - ETA: 9:49 - loss: 0.2618 - accuracy: 0.9316For batch 258, loss is  0.0136.
259/937 [=======>......................] - ETA: 9:48 - loss: 0.2609 - accuracy: 0.9318For batch 259, loss is  0.0083.
260/937 [=======>......................] - ETA: 9:47 - loss: 0.2599 - accuracy: 0.9321For batch 260, loss is  0.0056.
261/937 [=======>......................] - ETA: 9:46 - loss: 0.2589 - accuracy: 0.9323For batch 261, loss is  0.0368.
262/937 [=======>......................] - ETA: 9:45 - loss: 0.2581 - accuracy: 0.9326For batch 262, loss is  0.0121.
263/937 [=======>......................] - ETA: 9:44 - loss: 0.2572 - accuracy: 0.9328For batch 263, loss is  0.0045.
264/937 [=======>......................] - ETA: 9:43 - loss: 0.2562 - accuracy: 0.9330For batch 264, loss is  0.0246.
265/937 [=======>......................] - ETA: 9:43 - loss: 0.2553 - accuracy: 0.9333For batch 265, loss is  0.0030.
266/937 [=======>......................] - ETA: 9:42 - loss: 0.2544 - accuracy: 0.9335For batch 266, loss is  0.0024.
267/937 [=======>......................] - ETA: 9:41 - loss: 0.2534 - accuracy: 0.9338For batch 267, loss is  0.0378.
268/937 [=======>......................] - ETA: 9:40 - loss: 0.2526 - accuracy: 0.9340For batch 268, loss is  0.0192.
269/937 [=======>......................] - ETA: 9:39 - loss: 0.2518 - accuracy: 0.9342For batch 269, loss is  0.0034.
270/937 [=======>......................] - ETA: 9:38 - loss: 0.2508 - accuracy: 0.9344For batch 270, loss is  0.0070.
271/937 [=======>......................] - ETA: 9:37 - loss: 0.2499 - accuracy: 0.9347For batch 271, loss is  0.0118.
272/937 [=======>......................] - ETA: 9:36 - loss: 0.2491 - accuracy: 0.9349For batch 272, loss is  0.0020.
273/937 [=======>......................] - ETA: 9:35 - loss: 0.2482 - accuracy: 0.9352For batch 273, loss is  0.0577.
274/937 [=======>......................] - ETA: 9:34 - loss: 0.2475 - accuracy: 0.9354For batch 274, loss is  0.0023.
275/937 [=======>......................] - ETA: 9:33 - loss: 0.2466 - accuracy: 0.9356For batch 275, loss is  0.0095.
276/937 [=======>......................] - ETA: 9:33 - loss: 0.2457 - accuracy: 0.9358For batch 276, loss is  0.0011.
277/937 [=======>......................] - ETA: 9:32 - loss: 0.2448 - accuracy: 0.9360For batch 277, loss is  0.0036.
278/937 [=======>......................] - ETA: 9:31 - loss: 0.2440 - accuracy: 0.9363For batch 278, loss is  0.0106.
279/937 [=======>......................] - ETA: 9:30 - loss: 0.2431 - accuracy: 0.9365For batch 279, loss is  0.0045.
280/937 [=======>......................] - ETA: 9:29 - loss: 0.2423 - accuracy: 0.9367For batch 280, loss is  0.0124.
281/937 [=======>......................] - ETA: 9:28 - loss: 0.2415 - accuracy: 0.9369For batch 281, loss is  0.0009.
282/937 [========>.....................] - ETA: 9:27 - loss: 0.2406 - accuracy: 0.9371For batch 282, loss is  0.0158.
283/937 [========>.....................] - ETA: 9:26 - loss: 0.2398 - accuracy: 0.9373For batch 283, loss is  0.0012.
284/937 [========>.....................] - ETA: 9:25 - loss: 0.2390 - accuracy: 0.9375For batch 284, loss is  0.0095.
285/937 [========>.....................] - ETA: 9:24 - loss: 0.2382 - accuracy: 0.9377For batch 285, loss is  0.0138.
286/937 [========>.....................] - ETA: 9:24 - loss: 0.2374 - accuracy: 0.9380For batch 286, loss is  0.0075.
287/937 [========>.....................] - ETA: 9:23 - loss: 0.2366 - accuracy: 0.9382For batch 287, loss is  0.0045.
288/937 [========>.....................] - ETA: 9:22 - loss: 0.2358 - accuracy: 0.9384For batch 288, loss is  0.0080.
289/937 [========>.....................] - ETA: 9:21 - loss: 0.2350 - accuracy: 0.9386For batch 289, loss is  0.0041.
290/937 [========>.....................] - ETA: 9:20 - loss: 0.2342 - accuracy: 0.9388For batch 290, loss is  0.0271.
291/937 [========>.....................] - ETA: 9:19 - loss: 0.2335 - accuracy: 0.9390For batch 291, loss is  0.0026.
292/937 [========>.....................] - ETA: 9:18 - loss: 0.2327 - accuracy: 0.9392For batch 292, loss is  0.0021.
293/937 [========>.....................] - ETA: 9:17 - loss: 0.2319 - accuracy: 0.9394For batch 293, loss is  0.0037.
294/937 [========>.....................] - ETA: 9:16 - loss: 0.2311 - accuracy: 0.9396For batch 294, loss is  0.0025.
295/937 [========>.....................] - ETA: 9:15 - loss: 0.2304 - accuracy: 0.9398For batch 295, loss is  0.0025.
296/937 [========>.....................] - ETA: 9:15 - loss: 0.2296 - accuracy: 0.9400For batch 296, loss is  0.0060.
297/937 [========>.....................] - ETA: 9:14 - loss: 0.2288 - accuracy: 0.9402For batch 297, loss is  0.0043.
298/937 [========>.....................] - ETA: 9:13 - loss: 0.2281 - accuracy: 0.9404For batch 298, loss is  0.0102.
299/937 [========>.....................] - ETA: 9:12 - loss: 0.2273 - accuracy: 0.9406For batch 299, loss is  0.0215.
300/937 [========>.....................] - ETA: 9:11 - loss: 0.2267 - accuracy: 0.9407For batch 300, loss is  0.0052.
301/937 [========>.....................] - ETA: 9:10 - loss: 0.2259 - accuracy: 0.9409For batch 301, loss is  0.0203.
302/937 [========>.....................] - ETA: 9:09 - loss: 0.2252 - accuracy: 0.9411For batch 302, loss is  0.0068.
303/937 [========>.....................] - ETA: 9:08 - loss: 0.2245 - accuracy: 0.9413For batch 303, loss is  0.0152.
304/937 [========>.....................] - ETA: 9:07 - loss: 0.2238 - accuracy: 0.9415For batch 304, loss is  0.0022.
305/937 [========>.....................] - ETA: 9:07 - loss: 0.2231 - accuracy: 0.9416For batch 305, loss is  0.0020.
306/937 [========>.....................] - ETA: 9:06 - loss: 0.2224 - accuracy: 0.9418For batch 306, loss is  0.0006.
307/937 [========>.....................] - ETA: 9:05 - loss: 0.2217 - accuracy: 0.9420For batch 307, loss is  0.0023.
308/937 [========>.....................] - ETA: 9:04 - loss: 0.2209 - accuracy: 0.9422For batch 308, loss is  0.0199.
309/937 [========>.....................] - ETA: 9:03 - loss: 0.2203 - accuracy: 0.9424For batch 309, loss is  0.0064.
310/937 [========>.....................] - ETA: 9:02 - loss: 0.2196 - accuracy: 0.9426For batch 310, loss is  0.0062.
311/937 [========>.....................] - ETA: 9:01 - loss: 0.2189 - accuracy: 0.9427For batch 311, loss is  0.0021.
312/937 [========>.....................] - ETA: 9:00 - loss: 0.2182 - accuracy: 0.9429For batch 312, loss is  0.0015.
313/937 [=========>....................] - ETA: 8:59 - loss: 0.2175 - accuracy: 0.9431For batch 313, loss is  0.0138.
314/937 [=========>....................] - ETA: 8:58 - loss: 0.2169 - accuracy: 0.9432For batch 314, loss is  0.0012.
315/937 [=========>....................] - ETA: 8:58 - loss: 0.2162 - accuracy: 0.9434For batch 315, loss is  0.0008.
316/937 [=========>....................] - ETA: 8:57 - loss: 0.2155 - accuracy: 0.9436For batch 316, loss is  0.0035.
317/937 [=========>....................] - ETA: 8:56 - loss: 0.2149 - accuracy: 0.9438For batch 317, loss is  0.0008.
318/937 [=========>....................] - ETA: 8:55 - loss: 0.2142 - accuracy: 0.9440For batch 318, loss is  0.0127.
319/937 [=========>....................] - ETA: 8:54 - loss: 0.2135 - accuracy: 0.9441For batch 319, loss is  0.0049.
320/937 [=========>....................] - ETA: 8:53 - loss: 0.2129 - accuracy: 0.9443For batch 320, loss is  0.0363.
321/937 [=========>....................] - ETA: 8:52 - loss: 0.2123 - accuracy: 0.9445For batch 321, loss is  0.0013.
322/937 [=========>....................] - ETA: 8:51 - loss: 0.2117 - accuracy: 0.9446For batch 322, loss is  0.0081.
323/937 [=========>....................] - ETA: 8:50 - loss: 0.2111 - accuracy: 0.9448For batch 323, loss is  0.0013.
324/937 [=========>....................] - ETA: 8:50 - loss: 0.2104 - accuracy: 0.9450For batch 324, loss is  0.0107.
325/937 [=========>....................] - ETA: 8:49 - loss: 0.2098 - accuracy: 0.9451For batch 325, loss is  0.0095.
326/937 [=========>....................] - ETA: 8:48 - loss: 0.2092 - accuracy: 0.9453For batch 326, loss is  0.0004.
327/937 [=========>....................] - ETA: 8:47 - loss: 0.2085 - accuracy: 0.9454For batch 327, loss is  0.0304.
328/937 [=========>....................] - ETA: 8:46 - loss: 0.2080 - accuracy: 0.9456For batch 328, loss is  0.0004.
329/937 [=========>....................] - ETA: 8:45 - loss: 0.2074 - accuracy: 0.9457For batch 329, loss is  0.0014.
330/937 [=========>....................] - ETA: 8:44 - loss: 0.2067 - accuracy: 0.9459For batch 330, loss is  0.0111.
331/937 [=========>....................] - ETA: 8:43 - loss: 0.2062 - accuracy: 0.9460For batch 331, loss is  0.0191.
332/937 [=========>....................] - ETA: 8:42 - loss: 0.2056 - accuracy: 0.9462For batch 332, loss is  0.0012.
333/937 [=========>....................] - ETA: 8:42 - loss: 0.2050 - accuracy: 0.9463For batch 333, loss is  0.0013.
334/937 [=========>....................] - ETA: 8:41 - loss: 0.2044 - accuracy: 0.9465For batch 334, loss is  0.0092.
335/937 [=========>....................] - ETA: 8:40 - loss: 0.2038 - accuracy: 0.9467For batch 335, loss is  0.0050.
336/937 [=========>....................] - ETA: 8:39 - loss: 0.2032 - accuracy: 0.9468For batch 336, loss is  0.0039.
337/937 [=========>....................] - ETA: 8:38 - loss: 0.2026 - accuracy: 0.9469For batch 337, loss is  0.0014.
338/937 [=========>....................] - ETA: 8:37 - loss: 0.2020 - accuracy: 0.9471For batch 338, loss is  0.0022.
339/937 [=========>....................] - ETA: 8:36 - loss: 0.2014 - accuracy: 0.9473For batch 339, loss is  0.0039.
340/937 [=========>....................] - ETA: 8:35 - loss: 0.2008 - accuracy: 0.9474For batch 340, loss is  0.0013.
341/937 [=========>....................] - ETA: 8:34 - loss: 0.2003 - accuracy: 0.9476For batch 341, loss is  0.0216.
342/937 [=========>....................] - ETA: 8:34 - loss: 0.1997 - accuracy: 0.9477For batch 342, loss is  0.0009.
343/937 [=========>....................] - ETA: 8:33 - loss: 0.1991 - accuracy: 0.9479For batch 343, loss is  0.0045.
344/937 [==========>...................] - ETA: 8:32 - loss: 0.1986 - accuracy: 0.9480For batch 344, loss is  0.0002.
345/937 [==========>...................] - ETA: 8:31 - loss: 0.1980 - accuracy: 0.9481For batch 345, loss is  0.0013.
346/937 [==========>...................] - ETA: 8:30 - loss: 0.1974 - accuracy: 0.9483For batch 346, loss is  0.0005.
347/937 [==========>...................] - ETA: 8:29 - loss: 0.1969 - accuracy: 0.9484For batch 347, loss is  0.0124.
348/937 [==========>...................] - ETA: 8:28 - loss: 0.1963 - accuracy: 0.9486For batch 348, loss is  0.0024.
349/937 [==========>...................] - ETA: 8:27 - loss: 0.1958 - accuracy: 0.9487For batch 349, loss is  0.0011.
350/937 [==========>...................] - ETA: 8:26 - loss: 0.1952 - accuracy: 0.9489For batch 350, loss is  0.0011.
351/937 [==========>...................] - ETA: 8:26 - loss: 0.1947 - accuracy: 0.9490For batch 351, loss is  0.0023.
352/937 [==========>...................] - ETA: 8:26 - loss: 0.1941 - accuracy: 0.9491For batch 352, loss is  0.0007.
353/937 [==========>...................] - ETA: 8:25 - loss: 0.1936 - accuracy: 0.9492For batch 353, loss is  0.0074.
354/937 [==========>...................] - ETA: 8:24 - loss: 0.1931 - accuracy: 0.9494For batch 354, loss is  0.0123.
355/937 [==========>...................] - ETA: 8:23 - loss: 0.1925 - accuracy: 0.9495For batch 355, loss is  0.0133.
356/937 [==========>...................] - ETA: 8:22 - loss: 0.1920 - accuracy: 0.9496For batch 356, loss is  0.0370.
357/937 [==========>...................] - ETA: 8:22 - loss: 0.1916 - accuracy: 0.9497For batch 357, loss is  0.0078.
358/937 [==========>...................] - ETA: 8:21 - loss: 0.1911 - accuracy: 0.9499For batch 358, loss is  0.0032.
359/937 [==========>...................] - ETA: 8:20 - loss: 0.1906 - accuracy: 0.9500For batch 359, loss is  0.0137.
360/937 [==========>...................] - ETA: 8:19 - loss: 0.1901 - accuracy: 0.9501For batch 360, loss is  0.0149.
361/937 [==========>...................] - ETA: 8:18 - loss: 0.1896 - accuracy: 0.9503For batch 361, loss is  0.0048.
362/937 [==========>...................] - ETA: 8:17 - loss: 0.1891 - accuracy: 0.9504For batch 362, loss is  0.0029.
363/937 [==========>...................] - ETA: 8:16 - loss: 0.1886 - accuracy: 0.9505For batch 363, loss is  0.0010.
364/937 [==========>...................] - ETA: 8:15 - loss: 0.1881 - accuracy: 0.9507For batch 364, loss is  0.0017.
365/937 [==========>...................] - ETA: 8:15 - loss: 0.1875 - accuracy: 0.9508For batch 365, loss is  0.0030.
366/937 [==========>...................] - ETA: 8:14 - loss: 0.1870 - accuracy: 0.9509For batch 366, loss is  0.0003.
367/937 [==========>...................] - ETA: 8:13 - loss: 0.1865 - accuracy: 0.9511For batch 367, loss is  0.0012.
368/937 [==========>...................] - ETA: 8:12 - loss: 0.1860 - accuracy: 0.9512For batch 368, loss is  0.0197.
369/937 [==========>...................] - ETA: 8:11 - loss: 0.1856 - accuracy: 0.9513For batch 369, loss is  0.0021.
370/937 [==========>...................] - ETA: 8:10 - loss: 0.1851 - accuracy: 0.9514For batch 370, loss is  0.0199.
371/937 [==========>...................] - ETA: 8:09 - loss: 0.1846 - accuracy: 0.9516For batch 371, loss is  0.0086.
372/937 [==========>...................] - ETA: 8:08 - loss: 0.1842 - accuracy: 0.9517For batch 372, loss is  0.0006.
373/937 [==========>...................] - ETA: 8:07 - loss: 0.1837 - accuracy: 0.9518For batch 373, loss is  0.0246.
374/937 [==========>...................] - ETA: 8:07 - loss: 0.1832 - accuracy: 0.9519For batch 374, loss is  0.0027.
375/937 [===========>..................] - ETA: 8:06 - loss: 0.1828 - accuracy: 0.9520For batch 375, loss is  0.0008.
376/937 [===========>..................] - ETA: 8:05 - loss: 0.1823 - accuracy: 0.9522For batch 376, loss is  0.0093.
377/937 [===========>..................] - ETA: 8:04 - loss: 0.1818 - accuracy: 0.9523For batch 377, loss is  0.0590.
378/937 [===========>..................] - ETA: 8:03 - loss: 0.1815 - accuracy: 0.9524For batch 378, loss is  0.0003.
379/937 [===========>..................] - ETA: 8:02 - loss: 0.1810 - accuracy: 0.9525For batch 379, loss is  0.0006.
380/937 [===========>..................] - ETA: 8:01 - loss: 0.1805 - accuracy: 0.9526For batch 380, loss is  0.0005.
